Filename,Actual,Predicted,Title,Author
59824-0.txt,1800,1910.6904513419001,Selected Poems,Robert Frost
59897-0.txt,1782,1906.2407345197803,New Poems,Charles G. D. Roberts
59988-0.txt,1795,1896.0685997456771,Poems of Nature,Henry David Thoreau
60004-0.txt,1489,1825.3715278417449,"The Fables of Æsop, and Others",Thomas Bewick
60186-0.txt,1738,1877.950920084627,Polite Conversation,Jonathan Swift
6038.txt,1200,1898.5478497655572,The Great Doctrines of the Bible,Rev. William Evans
60392-0.txt,1752,1892.5441495967077,A Treatise on Electricity,Francis Penrose
60411-0.txt,1770,1893.1027960528777,An Inquiry into the Principles of Political oeconomy (Vol. 1 of 2),James Steuart
60435-8.txt,1800,1901.2180476704793,The Emblems of Fidelity,James Lane Allen
60538-0.txt,1792,1902.6637440945362,"The Trial of Captain John Kimber, for the Murder of Two Female Negro Slaves, on Board the Recovery, African Slave Ship:",Student of the Temple
60732-0.txt,1800,1910.530902099508,Industries and Inventions of the Shakers; Shaker Music,Bertha Lindsay
60732.txt,1800,1910.530902099509,Industries and Inventions of the Shakers; Shaker Music,Bertha Lindsay
60766-0.txt,1665,1900.8904734581097,The Discoverie of Witchcraft,Reginald Scot
60874-0.txt,1489,1843.614289548089,Bewick's Select Fables,Thomas Bewick
6096.txt,1752,1893.8843695366656,Amelia Volume II,Henry Fielding
6097.txt,1752,1902.6148196356066,Amelia Volume III,Henry Fielding
61044-0.txt,1727,1897.989449530749,The Anatomist Dissected,Lemuel Gulliver
61112-0.txt,1650,1835.4273615797047,A New Light of Alchymie,Micheel Sandivogius
61143-0.txt,1700,1850.0951080016648,Some Reflections Upon Marriage.,Mary Astell
61537-0.txt,1641,1897.1870799691776,The Charitable Pestmaster,Thomas Sherwood
61567-0.txt,1740,1860.9996975117742,"Stonehenge, a Temple Restor'd to the British Druids",William Stukeley
61588-0.txt,1662,1855.7611180334613,A Treatise of Taxes and Contributions,William Petty
61683-0.txt,1738,1854.761841302417,The Description and Use of the Globes and the Orrery,Joseph Harris
61783-0.txt,1633,1883.5916475137406,Paradoxes and Problemes,John Donne
61910-0.txt,1697,1894.0079166413325,A Funeral Sermon preach'd on the decease of the Right Honourable the Lady Elizabeth Cutts,William Wigan
6192.txt,1798,1900.179054605905,"Mrs. Falchion, Volume 1.",Gilbert Parker
61962-0.txt,2000,1905.7394449997464,The Holy Piby,Robert Athlyi Rogers
61964-0.txt,1695,1821.7720580998084,An Essay on the State of England,John Cary
62025-0.txt,1581,1798.2588402058389,Positions,Richard Mulcaster
6210-0.txt,1800,1904.9447691092912,"The Trail of the Sword, Complete",Gilbert Parker
62251-8.txt,1783,1895.969599582817,The Poems of Alice Meynell,Alice Meynell
62257-8.txt,1997,1884.7488274690222,Practical Organ Building,W. E. Dickson
62355-0.txt,1728,1835.138114876496,A Voyage Round The World,William Betagh
62423-0.txt,1975,1868.7690297007116,History of Madeley,John Randall
62542-0.txt,1992,1928.729321062388,Infamous Day: Marines at Pearl Harbor 7 December 1941,Robert J. Cressman
6260-0.txt,1800,1910.6993749975675,"Donovan Pasha And Some People Of Egypt, Complete",Gilbert Parker
62720-0.txt,1727,1898.3013529510306,"A Short Narrative Of an Extraordinary Delivery of Rabbets, Perform'd by Mr. John Howard Surgeon at Guilford",Nathanael St André
62764-8.txt,1751,1901.0006334701761,"Remarks upon the solar and the lunar years, the cycle of 19 years, commonly called the golden number, the epact, and a method of finding the time of Easter, as it is now observed in most parts of Europe",George Parker
62856-0.txt,1739,1856.0091682159698,A Treatise of Human Nature,David Hume
62944-8.txt,1727,1869.0369993167046,"Experiments of Spiritual Life & Health, And their Preservatives",Roger Williams
63054-0.txt,1753,1889.3718017581766,Hypatia,John Toland
63230.txt,2000,1904.9362309796618,Two Stories,Virginia Woolf
63292-8.txt,1586,1889.9473602000373,Familiar Dialogues,Jacques Bellot
63318-0.txt,1734,1896.827949662568,Some Experiments concerning Mercury,J. H. Boerhaave
63322-0.txt,1750,1887.0642227936542,"The Philosophy of Earthquakes, Natural and Religious",William Stukeley
63497-0.txt,1705,1823.679056456947,Medicina Gymnastica,Francis Fuller
63508-0.txt,1998,1907.770455266402,The Boy Fortune Hunters in Yucatan,L. Frank Baum
63659-0.txt,1995,1974.1074514061036,The Roswell Report: Case Closed,James McAndrew
63678-0.txt,1791,1900.0565704198543,"Travels Through North and South Carolina, Georgia, East and West Florida",William Bartram
64069-0.txt,1725,1858.6965226669145,"The most notable Antiquity of Great Britain, vulgarly called",Inigo Jones
64077-0.txt,1753,1901.1536449788568,A Description of a New-Invented Stove-Grate,J. Durno
6424.txt,1518,1905.6191112639378,A Modern Utopia,H. G. Wells
6454.txt,1994,1900.7134588513,George Leatrim,Susanna Moodie
64626-0.txt,1743,1853.2447637979465,"Abury, A Temple of the British Druids, With Some Others,",William Stukeley
64666-0.txt,2000,1899.6378030339083,Patents and How to Get One,U.S. Department of Commerce
64895-0.txt,1774,1887.2864472616104,Musical Travels Through England,Joel Collier
65020-0.txt,1757,1859.8782023734789,The Complete Distiller,A. Cooper
65147-0.txt,1967,1836.0352796542231,"The English Secretary; or, Methode of Writing Epistles and",Angel Day
6527-0.txt,1999,1926.9670117680232,Debian GNU/Linux : Guide to Installation and Usage,Goerzen and Othman
65319-0.txt,1997,1903.6770493091067,Golf Architecture,Alister Mackenzie
65628-0.txt,1772,1875.2151629278294,"The Natural History of the Tea-Tree, with Observations on the Medical Qualities of Tea, and on the Effects of Tea-Drinking",John Coakley Lettsom
65778-0.txt,1998,1907.818316628728,A Sagebrush Cinderella,Max Brand
65972-0.txt,1667,1889.8326600980624,The Plague of Athens,Thomas Sprat
6707.txt,1788,1899.5577031336295,St. Patrick's Day,Richard Brinsley Sheridan
6731.txt,1775,1885.6125066990453,The Duenna,Richard Brinsley Sheridan
6758-0.txt,1700,1840.914363526704,The Adventures of Sir Launcelot Greaves,Tobias Smollett
7047-0.txt,1992,1918.223082735083,Back To Billabong,Mary Grant Bruce
7089.txt,1705,1825.7148617475516,The Consolidator,Daniel Defoe
7224.txt,1998,1901.7315241692427,Within You is the Power,Henry Thomas Hamblin
7259.txt,1996,1941.5892854130623,Shock and Awe,Harlan K. Ullman
7409.txt,1711,1897.363576879028,An Essay on Criticism,Alexander Pope
7414-0.txt,1800,1925.2059211215276,Poor White,Sherwood Anderson
7642.txt,1800,1900.2620221701568,"Ernest Maltravers, Book 3",Edward Bulwer-Lytton
7643.txt,1800,1902.4680877386575,"Ernest Maltravers, Book 4",Edward Bulwer-Lytton
7647.txt,1800,1902.1298739289107,"Ernest Maltravers, Book 8",Edward Bulwer-Lytton
7654.txt,1800,1903.271034121677,"Kenelm Chillingly, Book 5.",Edward Bulwer-Lytton
7660.txt,1800,1902.0068120420526,"What Will He Do With It, Book 2.",Edward Bulwer-Lytton
7663.txt,1800,1901.2901204218983,"What Will He Do With It, Book 5.",Edward Bulwer-Lytton
7664.txt,1800,1900.0539602768927,"What Will He Do With It, Book 6.",Edward Bulwer-Lytton
7666.txt,1800,1901.788151008809,"What Will He Do With It, Book 8.",Edward Bulwer-Lytton
7667.txt,1800,1901.3966004529912,"What Will He Do With It, Book 9.",Edward Bulwer-Lytton
7956-0.txt,1656,1908.042767131161,Married,August Strindberg
830-0.txt,1751,1879.7363102722738,The Argonautica,Apollonius Rhodius
8409-0.txt,1693,1826.158572231281,Love-Letters Between a Nobleman and His Sister,Aphra Behn
8906-8.txt,1800,1906.3170835002666,Mary Slessor of Calabar: Pioneer Missionary,W. P. Livingstone
9077-8.txt,1603,1880.8545359298566,"The Tragicall Historie of Hamlet, Prince of Denmarke",William Shakespeare
914-0.txt,1776,1877.1678315069894,The Uncommercial Traveller,Charles Dickens
9152-0.txt,1963,1857.9326413521264,Imogen,William Godwin
9153-8.txt,1763,1899.0919159602138,The History of Louisiana,Le Page Du Pratz
9454-0.txt,1706,1906.6388466085714,Orchesography,John Weaver
9845-0.txt,1656,1832.5594868539024,The Spy,James Fenimore Cooper
9878-8.txt,1723,1830.3389949211712,The Survey of Cornwall,Richard Carew
